,sentece,trigger_1,trigger_2,tag,label
298,"While a prisoner, Maria witnessed a sickening trade in human life and recalls how young girls were drugged, forced into prostitution and then murdered.",witnessed,forced,0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,cause
299,"While a prisoner, Maria witnessed a sickening trade in human life and recalls how young girls were drugged, forced into prostitution and then murdered.",witnessed,murdered,0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0,cause
300,What makes Maria's story so special is that she was one of the lucky ones who were able to escape.,escape,makes,0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0,cause
301,"Even though the girl was on fire they kept hitting her and they were laughing as if they were enjoying what they were doing. """,enjoying,laughing,0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 cause 0 0 0 0 0 0,cause
302,"Maria described a cross-border trade in young children and babies -- with orders coming in regularly from the U.S."" They stole the children and one of the gang members took a six-year-old kid that I had to look after for three hours.""",took,look,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,cause
303,He told me he wanted to see his mummy then I started crying and said'I do n't think you're ever going to see your mummy again.',told,crying,0 cause 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause
304,He told me he wanted to see his mummy then I started crying and said'I do n't think you're ever going to see your mummy again.',wanted,crying,0 0 0 0 cause 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause
305,"""The claims that Maria made were so serious that she was asked by the Department of Homeland Security to come to the U.S. to tell her story.",made,asked,0 0 0 0 0 cause 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause
306,"Female Facebookers started catching on this week as a message made its rounds through the inboxes of the social media network.""",made,started,0 0 effect 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0,cause
307,"Female Facebookers started catching on this week as a message made its rounds through the inboxes of the social media network.""",made,catching,0 0 0 effect 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0,cause
308,"It's an ideal example of how an individual voice can be magnified to create awareness for a good cause and ignite action among millions by using a site like Facebook. """,using,magnified,0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0,cause
309,"Many of our staff have tried to leave, but were unsuccessful because the walls from buildings and private residences are falling into the streets, so that it has pretty much blocked significantly most of the traffic. """,falling,blocked,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0,cause
310,Read what people in Haiti are saying via social media Haiti's government is backed by a U.N. peacekeeping mission established after the ouster of former President Jean-Bertrand Aristide in 2004.,established,backed,0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0,cause
311,"Outside the capital, several people were hurt when they rushed to get out of a school in the southwestern city of Les Cayes, said the Rev.",rushed,hurt,0 0 0 0 0 0 0 effect 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause
312,That has led to severe erosion and left Haitians vulnerable to massive landslides when heavy rains fall.,fall,led,0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0,cause
313,"And in 2004, Hurricane Jeanne killed more than 3,000 people as it passed north of Haiti, with most of the deaths in the northwestern city of Gonaives.",passed,killed,0 0 0 0 0 0 effect 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause
314,"The reality is that there is more demand than supply, and the increase in demand and decrease in supply is growing, so it makes a big difference how we're going to decide who's going to allocate water. """,growing,decide,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0,cause
315,"The debate over how to alleviate those shortages has intensified in recent years, pitching advocates of privatization programs against those who say water is a public good and that its collection and distribution should remain in the public sector.",intensified,pitching,0 0 0 0 0 0 0 0 0 cause 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause
316,Lawmakers have been accused of carving district lines around the constituents that will give their party an advantage and secure political gains.,carving,give,0 0 0 0 0 cause 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0,cause
317,The Texas legislature adopted the plan in 2003 after three contentious special sessions called by Republican Gov.,called,adopted,0 0 0 effect 0 0 0 0 0 0 0 0 0 cause 0 0 0,cause
318,The more pressing issue for Prewitt is making sure everyone is counted because he said those who are n't counted will be treated unfairly in the political process and in the allocation of economic benefits.,counted,said,0 0 0 0 0 0 0 0 0 0 0 cause 0 0 effect 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause
319,"As the census gets underway, Prewitt said trying to count everyone, as mandated by the Constitution, should be the top concern.""",mandated,trying,0 0 0 0 0 0 0 0 effect 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0,cause
320,The company said it was checking the brakes on the Lexus vehicle model HS250h -- as well as a Japanese model called the Sai -- because they use the same system as that used on the 2010 Toyota Prius.,use,checking,0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0,cause
321,The company has acknowledged a software glitch that is causing problems with its braking.,causing,acknowledged,0 0 0 effect 0 0 0 0 0 cause 0 0 0 0 0,cause
322,"NHTSA said its Office of Defects investigation has received 124 reports from consumers about problems with the Prius brakes, including four reports that involved crashes and two that resulted in injuries.",involved,received,0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0,cause
323,Investigators have spoken with consumers and conducted preliminary field work.,spoken,conducted,0 0 cause 0 0 0 effect 0 0 0 0,cause
324,"Even if the solution ends up being a relatively simple and inexpensive software adjustment, the Prius braking problems come at a bad time for Toyota, which has seen its prized reputation for quality and safety badly damaged by the recalls and the news attention given to them.",given,damaged,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 cause 0 0 0,cause
325,"As many as 150 members of the U.N. mission in Haiti remained unaccounted for Wednesday afternoon following an earthquake that inflicted massive damage on the Caribbean nation's capital, U.N. officials said Wednesday.",inflicted,remained,0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause
326,"Another 16 members of the Brazilian-led peacekeeping force deployed in Haiti are confirmed dead, U.N. Secretary-General Ban Ki-moon said Wednesday night -- three Jordanian police officers, one Argentinean and one Chadian police officer, and 11 Brazilian peacekeepers.",deployed,confirmed,0 0 0 0 0 0 0 0 0 0 cause 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause
327,"Democrats lost their 60-vote, filibuster-proof Senate majority in January, when GOP Sen. Scott Brown won the Massachusetts Senate seat previously held by the late Sen. Ted Kennedy, a Democrat.",won,lost,0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause
328,"Republicans have angrily criticized the Democrats' potential use of reconciliation, arguing that the maneuver was never intended to be used for major policy overhauls along the lines of the health care bill.",criticized,used,0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0,cause
329,The arctic blast that began last weekend has been blamed for at least seven deaths across the nation.,began,blamed,0 0 0 0 cause 0 0 0 0 effect 0 0 0 0 0 0 0 0 0,cause
330,"Yesterday alone, the city [ Memphis ] went around to turn on the heat for homes when people have not been able to pay [ their utility bills ]. """,pay,turn,0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0,cause
331,"Alabama issued a warning to drivers Thursday night, urging them to stay off icy roads as driving conditions were "" becoming dangerous "" with numerous accidents reported.",becoming,urging,0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0,cause
332,"But, he said football was helping keep people at home as University of Alabama fans cheered on their team in the National Championship Game against the University of Texas.",cheered,keep,0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause
333,"Florida Fish &amp; Wildlife officers have rescued 120 sea turtles after water temperatures in the 40s shocked their tropically inclined systems, according to CNN affiliate WPBF.""",rescued,shocked,0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0,cause
334,The protests -- on the Shiite Muslim holy day Ashura -- were the deadliest since opposition Iranians took to the streets after the disputed June 12 presidential election.,disputed,took,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 cause 0 0 0 0 0,cause
335,"Moussavi has thereby accepted that he has issued statements even before this, based on which people took to the streets.",took,issued,0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 cause 0 0 0 0,cause
336,Israel criticized Turkey Monday for a Turkish television series that it said depicted Israeli intelligence agents as baby-snatchers.,depicted,criticized,0 effect 0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0,cause
337,"Several senior Israeli Foreign Ministry sources, who did n't want to be named because it would jeopardize their jobs, criticized Ayalon's treatment of Turkish Ambassador Ahmet Oguz Celikkol at the start of their meeting Monday.",criticized,want,0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause
338,"Because it says'I possess the power in this region,' "" the news agency quoted Erdogan as saying of Israel.""",saying,quoted,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 cause 0 0 0 0,cause
339,"The series "" Valley of the Wolves "" first aired in 2003 on Turkish television, followed by a 2006 movie of the same name that stirred controversy with its portrayal of American soldiers in Iraq and what some described as thinly-veiled anti-Semitism.",aired,described,0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0,cause
340,"Choudary has never announced a date for his march and area police said he had not contacted them about it, as march organizers are required to do beforehand.",required,announced,0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0,cause
341,"Japan's unemployment rate fell below 5 per cent for the first time in a year in January, according to data released on Tuesday, as strong exports fed into a strengthening economic recovery.",fell,fed,0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,cause
342,"Japan registered its biggest year-on-year increase in exports in almost 30 years in January, prompting manufacturers to hire more people who, in turn, spent more.",registered,prompting,0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0,cause
343,"Japan registered its biggest year-on-year increase in exports in almost 30 years in January, prompting manufacturers to hire more people who, in turn, spent more.",registered,hire,0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0,cause
344,"Consumption rose 1.7 per cent in January from the same period last year, based on a price-adjusted basis, thanks to government subsidies for purchases of automobiles and household electronics, according to a separate report released on Tuesday.",released,rose,0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0 0 0,cause
345,"Since hitting a record 5.6 per cent in July last year, Japan's jobless rate has been falling steadily after it launched an emergency programme to create 100,000 jobs in October to ease the worsening social effects of high unemployment.",launched,falling,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause
346,"But in recent years as Spain has enlisted increased cooperation from France in cracking down on ETA hideouts, there have been various exchanges of gunfire between ETA suspects and French police, wounding some officers.",enlisted,wounding,0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,cause
347,"The number of those hospitalized climbed from the 34 reported Saturday, because information has trickled in from area hospitals, Khan said.",trickled,climbed,0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0,cause
348,"The tipping point came after what Google calls "" sophisticated "" cyber attacks originating from within China, targeting G-mail accounts of Chinese human rights activists.",originating,came,0 0 0 effect 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause
349,"I imagine the Chinese government's reaction is going to be'Well, if you do n't like our laws, get lost.'",be'Well,lost,0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 effect 0 0,cause
350,"Known for its slogan "" do n't do evil, "" Google's new position drew praise from supporters of free speech, who in the past have been critical of the search engine for agreeing to government censorship as a condition for opening its doors in China.""",Known,drew,cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause
351,"They've revisited the idea of censorship and the price they're paying is too high, "" says Roseann Rife of Amnesty International.""",revisited,paying,0 0 cause 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0,cause
352,"The Google.cn filter, which returns censored search results, was created after the original form of the U.S. - based search engine was routinely slowed or blocked by China's Internet controls.",blocked,created,0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0,cause
353,"The Google.cn filter, which returns censored search results, was created after the original form of the U.S. - based search engine was routinely slowed or blocked by China's Internet controls.",slowed,created,0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0,cause
354,Conservationists have welcomed the decision to reject a bid from Tanzania and Zambia to temporarily suspend a worldwide ban on trading in African elephant ivory so they can offload legal stockpiles in a one-off sale.,suspend,offload,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0,cause
355,CITES banned the international commercial ivory trade in 1989 after elephant populations dropped dramatically across the world due to widespread poaching.,dropped,banned,0 effect 0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0,cause
356,"A few people do think he is a real character, particularly with the tour of his house on'Baker Street' adding fuel to the fire so to speak, "" Mark Di-Toro from Visit Britain said.""",adding,think,0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause
357,"In time that gets noticed within your organization, and when it gets noticed within an organization, it tends to get noticed outside. """,noticed,noticed,0 0 0 0 cause 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 cause 0 0 0,cause
358,"If you really believe a business issue is interesting, writing a letter to an editor of a newspaper and getting it published is a way of raising your profile.",published,raising,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 effect 0 0 0,cause
359,"Elected in 1810, he signed an obscure redistricting bill that enabled greater and perhaps disproportionate Republican representation in the Massachusetts legislature.",signed,enabled,0 0 0 0 0 condition 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0,enable
