,context,triplets
1343,"Mr. Edelman declined to specify what prompted the recent moves, saying they are meant only to benefit shareholders when ""the company is on a roll."" ",<triplet> moves <subj> benefit <obj> intend
1344,The Canadian government has announced a new policy to increase the minimum wage for workers in the hospitality industry.,<triplet> policy <subj> increase <obj> enable
1345,The United Nations has imposed a naval blockade on Somalia in an effort to prevent the country from exporting weapons.,<triplet> Naval blockade <subj> Exporting <obj> prevent
1346,The government has implemented a series of laws to prevent the exploitation of immigrants.,<triplet> Laws <subj> Exploitation <obj> prevent
1347,The government implemented a new policy to promote economic inclusion.,<triplet> implemented <subj> promote <obj> intend
1348,The United States has imposed sanctions on Zimbabwe in an effort to prevent the country from violating human rights.,<triplet> Sanctions <subj> Violating <obj> prevent
1349,"Even though the girl was on fire they kept hitting her and they were laughing as if they were enjoying what they were doing. """,<triplet> enjoying <subj> laughing <obj> cause
1350,The United States has imposed economic sanctions on Sudan in an effort to prevent the country from destabilizing the region.,<triplet> Economic sanctions <subj> Destabilizing <obj> prevent
1351,The government has implemented a series of measures to prevent the spread of hate speech.,<triplet> measures <subj> hate speech <obj> prevent
1352,The United Nations has passed a resolution calling for an end to the use of chemical weapons in conflict zones.,<triplet> resolution <subj> end <obj> enable
1353,The government passed a law to increase the number of environmental protection regulations in an effort to reduce pollution.,<triplet> passed <subj> reduce <obj> intend
1354,The United Nations has imposed an arms embargo on South Sudan in an effort to prevent the country from destabilizing the region.,<triplet> Arms embargo <subj> Destabilizing <obj> prevent
1355,The government launched a new initiative to promote access to healthcare.,<triplet> launched <subj> access <obj> intend
1356,"The government has passed a law to increase access to financial services, in an effort to reduce poverty and promote economic growth.",<triplet> passed <subj> promote <obj> intend
1357,"Lawrence Insurance also sold 3.2 million of its shares for $7.125 each to its parent, Lawrence Group Inc. Lawrence Insurance, based in Albany, N.Y., plans to use the $22.5 million in proceeds to help finance the acquisition of United Republic.    ",<triplet> use <subj> help <obj> intend
1358,The Canadian government has announced a new program to help low-income families access affordable housing.,<triplet> program <subj> access <obj> enable
1359,The government introduced a new program to provide incentives for businesses to invest in green technology.,<triplet> introduced <subj> invest <obj> intend
1360,The European Union has agreed to a new trade agreement that will reduce tariffs and other barriers to trade between member countries.,<triplet> agreement <subj> reduce <obj> enable
1361,The government has implemented a series of laws to protect the public from fraudulent financial practices.,<triplet> Laws <subj> Fraudulent Financial Practices <obj> prevent
1362,The United Nations has imposed an arms embargo on Syria in an effort to prevent the government from committing human rights abuses.,<triplet> Arms embargo <subj> Human rights abuses <obj> prevent
1363,"""Our analytics aim to provide transparency for the market on how businesses' operations may affect biodiversity, their dependency on natural systems, and to what extent companies are taking steps to mitigate these impacts across their value chains.""",<triplet> analytics <subj> biodiversity <obj> enable
1364,"The government has implemented a series of measures to prevent the exploitation of vulnerable populations, including increased oversight of labor practices and increased public awareness.",<triplet> Measures <subj> Exploitation <obj> prevent
1365,BLOCKBUSTER ENTERTAINMENT CORP. said it raised $92 million from an offering of liquid yield option notes.,<triplet> offering <subj> raised <obj> cause
1366,The government passed a law to increase access to education in an effort to reduce poverty.,<triplet> passed <subj> reduce <obj> intend
1367,The United Nations has imposed a travel ban on Sudan in an effort to prevent the country from destabilizing the region.,<triplet> Travel ban <subj> Destabilizing <obj> prevent
1368,The United Nations has imposed an arms embargo on Syria in an effort to prevent the government from committing war crimes.,<triplet> Embargo <subj> War crimes <obj> prevent
1369,The United Nations has passed a resolution to prevent the destruction of the environment.,<triplet> resolution <subj> destruction <obj> prevent
1370,"The merger would also create a financial institution with a presence in more than 20 countries, giving it a global reach and allowing it to compete more effectively in the global market, while also providing a more diversified portfolio of services.",<triplet> merger <subj> providing <obj> enable
1371,"The government passed a law to increase funding for public health services, in an effort to improve health outcomes.",<triplet> passed <subj> improve <obj> intend
1372,The Senate has passed a bill to increase the minimum wage for workers.,<triplet> passed <subj> increase <obj> intend
1373,The government has implemented a series of tax reforms to stimulate economic growth.,<triplet> tax <subj> stimulate <obj> enable
1374,"The announcement of the relaxation of the 15% takeover limit was welcomed by Jaguar Chairman Sir John Egan, who saw it as an opportunity for General Motors to increase its stake in the company.",<triplet> relaxation <subj> increase <obj> enable
1375,The government passed a law to protect the rights of refugees and ensure access to basic services.,<triplet> passed <subj> protect <obj> intend
1376,The European Union has proposed a new regulation to ensure the protection of personal data.,<triplet> regulation <subj> ensure <obj> enable
1377,The United Nations has imposed an arms embargo on Iraq to prevent Saddam Hussein from acquiring weapons of mass destruction.,<triplet> embargo <subj> acquiring <obj> prevent
1378,"That, he said, is why Unisys is overhauling its whole business: It needs to prepare for a world in which profit margins will be lower than computer companies have been used to.    ",<triplet> needs <subj> overhauling <obj> cause
1379,The United Nations has imposed an arms embargo on Libya in an effort to prevent further violence and human rights abuses.,<triplet> Arms embargo <subj> Human rights abuses <obj> prevent
1380,"Profit climbed to $98 million from $71 million in the petroleum segment, as Du Pont's Conoco Inc. oil company was helped by crude oil prices higher than a year ago and by higher natural gas prices and volume.    ",<triplet> helped <subj> climbed <obj> cause
1381,The United Nations has passed a resolution calling for an end to the conflict in Yemen.,<triplet> resolution <subj> end <obj> enable
1382,"US Secretary of State Antony Blinken said Wednesday that all aid would be ""administered in a way that benefits the Palestinian people -- not Hamas"", which Washington considers a terrorist group.",<triplet> aid <subj> palestinian <obj> enable
1383,The government has implemented a series of measures to prevent the spread of hate speech.,<triplet> measures <subj> hate <obj> prevent
1384,These regulations are designed to protect the environment from pollution and to ensure that natural resources are used responsibly.,<triplet> regulations <subj> pollution <obj> prevent
1385,The government has passed legislation to prevent companies from exploiting workers and paying them below minimum wage.,<triplet> legislation <subj> exploiting <obj> prevent
1386,"""Once again we have turned to our friends in Portugal to help both UEFA and the Champions League and I am, as always, very grateful to the FPF and the Portuguese government for agreeing to stage the match at such short notice,"" said UEFA president Aleksander Ceferin.",<triplet> Portugal <subj> stage <obj> enable
1387,The government has passed legislation to prevent companies from exploiting minority groups by discriminating against them in the workplace.,<triplet> Legislation <subj> Discriminating <obj> prevent
1388,"Some analysts have said Courtaulds' moves could boost the company's value by 5% to 10%, because the two entities separately will carry a higher price earnings multiple than they did combined. ",<triplet> carry <subj> boost <obj> cause
1389,The government passed a law to increase the number of public safety initiatives in an effort to reduce crime.,<triplet> passed <subj> reduce <obj> intend
1390,The Oral-B iO's revolutionary technology removes 100% more plaque than a manual brush to give you that professional clean teeth every single day.,<triplet> plaque <subj> teeth <obj> enable
1391,"BellSouth's revised proposal surprised many industry analysts, especially because of the company's willingness to accept some dilution of future earnings. ",<triplet> willingness <subj> surprised <obj> cause
1392,"The government has implemented a series of measures to prevent the spread of terrorism, including increased surveillance and increased penalties for those who engage in terrorist activities.",<triplet> Surveillance <subj> Terrorism <obj> prevent
1393,"Nevertheless, American officials over the weekend becamemore open in declaring that by destroying Saddam Hussein'smilitary machine they hope to destroy his regime -- a goallikely to be supported by most Americans.   ",<triplet> destroying <subj> destroy <obj> intend
1394,The United States has imposed sanctions on Venezuela in an effort to prevent the country from further destabilizing the region.,<triplet> Sanctions <subj> Destabilizing <obj> prevent
1395,The United Nations has imposed a trade embargo on certain countries in an effort to prevent the sale of weapons to terrorist groups.,<triplet> Trade embargo <subj> Sale <obj> prevent
1396,"The government has implemented a new policy to provide free education to all citizens, in an effort to promote economic growth and social development.",<triplet> implemented <subj> promote <obj> intend
1397,The government passed a law to protect the rights of indigenous peoples.,<triplet> passed <subj> protect <obj> intend
1398,The government has implemented a series of reforms to promote human rights and reduce human rights abuses.,<triplet> promote <subj> human <obj> intend
1399,"The government is introducing a new law to protect the rights of victims of domestic violence, in an effort to ensure justice and accountability.",<triplet> introducing <subj> ensure <obj> intend
1400,"The government has introduced a new law to protect the rights of workers, in an effort to ensure fair wages and working conditions.",<triplet> introduced <subj> ensure <obj> intend
1401,The United Nations has imposed an arms embargo on Syria in an effort to prevent the country from acquiring weapons of mass destruction.,<triplet> Embargo <subj> Weapons <obj> prevent
1402,"The approval, which had been expected, permits West Germany's second-largest bank to acquire shares of the French investment bank.    ",<triplet> approval <subj> acquire <obj> enable
1403,The university had sought an injunction blocking Connaught's board from recommending or supporting an offer for the company by Merieux.,<triplet> sought <subj> recommending <obj> prevent
1404,The United Nations has imposed an arms embargo on Sudan in an effort to prevent the country from committing genocide.,<triplet> Arms embargo <subj> Genocide <obj> prevent
1405,The European Union has adopted a new policy to reduce the amount of plastic waste in the environment.,<triplet> adopted <subj> reduce <obj> intend
1406,The United Nations has imposed an arms embargo on Somalia in an effort to prevent the country from becoming a safe haven for terrorists.,<triplet> Embargo <subj> Terrorists <obj> prevent
1407,The United Nations has established a new task force to address the challenges of climate change.,<triplet> established <subj> address <obj> enable
1408,The United Nations has imposed an embargo on certain countries in an effort to prevent the spread of terrorism.,<triplet> Embargo <subj> Terrorism <obj> prevent
1409,The United States has imposed economic sanctions on Iran in an effort to prevent the government from developing nuclear weapons.,<triplet> sanctions <subj> developing <obj> prevent
1410,"The United States Congress has passed a bill that will provide $2 billion in funding for renewable energy research and development.,",<triplet> bill <subj> funding <obj> enable
1411,"The government passed a law to increase access to affordable housing, in an effort to reduce homelessness and improve living conditions.",<triplet> increase <subj> improve <obj> intend
1412,The European Union has proposed a new set of regulations that would require all member states to adopt a common set of standards for the regulation of financial services.,<triplet> regulations <subj> adopt <obj> enable
1413,"The government is introducing a new law to protect the rights of the disabled, in an effort to ensure equal access to services and opportunities.",<triplet> protect <subj> ensure <obj> intend
1414,There have been calls to revamp the UN health agency as well as the entire global approach to health to avoid future catastrophes.,<triplet> revamp <subj> catastrophes <obj> prevent
1415,The United Nations has imposed an arms embargo on Libya in an effort to prevent the country from destabilizing the region.,<triplet> embargo <subj> destabilizing <obj> prevent
1416,The European Union has imposed sanctions on Belarus in an effort to prevent the government from cracking down on political dissent.,<triplet> Sanctions <subj> Cracking <obj> prevent
1417,"Anheuser-Busch Cos. said it plans to aggressively discount its major beer brands, setting the stage for a potentially bruising price war as the maturing industry's growth continues to slow.    ",<triplet> plans <subj> slow <obj> cause
1418,"The government passed a law to increase access to technology, in an effort to reduce the digital divide and promote economic growth.",<triplet> passed <subj> reduce <obj> intend
1419,The United States has imposed sanctions on Iran in an effort to prevent the country from destabilizing the region.,<triplet> Sanctions <subj> Destabilizing <obj> prevent
1420,"The government has implemented a series of measures to prevent the illegal dumping of hazardous waste, including increased monitoring of waste disposal sites and increased penalties for those who violate the law.",<triplet> measures <subj> dumping <obj> prevent
1421,The government has also announced that it will be investing in new programs to promote economic growth and job creation.,<triplet> investing <subj> promote <obj> enable
1422,The government has implemented a series of measures to prevent the illegal dumping of hazardous waste.,<triplet> measures <subj> dumping <obj> prevent
1423,"The government is introducing a new law to protect the rights of immigrants, in an effort to promote integration and cultural understanding.",<triplet> Introducing <subj> Promote <obj> intend
1424,The government passed a law to protect the rights of victims of human trafficking and promote their rehabilitation.,<triplet> passed <subj> promote <obj> intend
1425,The government has implemented a series of laws to prevent the exploitation of indigenous peoples.,<triplet> Laws <subj> Exploitation <obj> prevent
1426,"The government passed a law to increase funding for social services, in an effort to reduce poverty and inequality.",<triplet> passed <subj> reduce <obj> intend
1427,"The government passed a law to increase access to job training, in an effort to reduce unemployment.",<triplet> passed <subj> reduce <obj> intend
1428,"Japan registered its biggest year-on-year increase in exports in almost 30 years in January, prompting manufacturers to hire more people who, in turn, spent more.",<triplet> registered <subj> hire <obj> cause
1429,The United Nations has adopted a resolution calling for an end to the use of child soldiers in armed conflicts.,<triplet> resolution <subj> end <obj> enable
1430,The European Union has imposed sanctions on Belarus in an effort to prevent the country from cracking down on political dissidents.,<triplet> Sanctions <subj> cracking down <obj> prevent
1431,The government has implemented a series of regulations to prevent companies from engaging in deceptive marketing practices.,<triplet> Regulations <subj> Marketing <obj> prevent
1432,The government has implemented a series of reforms to protect intellectual property rights and promote innovation.,<triplet> protect <subj> intellectual <obj> intend
1433,The rights offering is a way for the company to increase its shareholder base and strengthen its financial position.,<triplet> offering <subj> increase <obj> enable
1434,The company has acknowledged a software glitch that is causing problems with its braking.,<triplet> causing <subj> acknowledged <obj> cause
1435,The university had sought an injunction blocking Connaught's board from recommending or supporting an offer for the company by Merieux.,<triplet> sought <subj> blocking <obj> prevent
1436,"The government has implemented a series of measures to prevent the spread of money laundering, including increased monitoring of financial transactions and increased penalties for those who engage in money laundering.",<triplet> Monitoring <subj> Money Laundering <obj> prevent
1437,"Coda Energy Inc. said it arranged a $50 million credit facility with NCNB Texas National Bank, a unit of NCNB Corp., of Charlotte, N.C.    The Dallas oil and gas concern said that $10 million of the facility would  be used  to consolidate the company's $8.1 million of existing bank debt,  to repurchase 4 million of its 4.9 million shares outstanding of Series D convertible preferred stock, and  to purchase a 10% net-profits interest in certain oil and gas properties from one of its existing lenders, National Canada Corp. The remaining $40 million can  be used over three years for oil and gas acquisitions, the company said.    ",<triplet> arranged <subj> repurchase <obj> cause
1438,"The government passed a law to increase funding for social services, in an effort to reduce inequality.",<triplet> passed <subj> reduce <obj> intend
1439,The government passed a law to increase the availability of mental health services in an effort to reduce suicide rates.,<triplet> passed <subj> reduce <obj> intend
1440,The government has also announced that it will be investing in new healthcare initiatives to improve access to quality healthcare.,<triplet> investing <subj> improve access <obj> enable
1441,The International Monetary Fund has adopted a new policy that seeks to promote economic growth and reduce poverty in developing countries.,<triplet> policy <subj> promote <obj> enable
1442,The government passed a law to increase access to financial services in an effort to reduce poverty.,<triplet> increase <subj> reduce <obj> intend
1443,The government has also announced that it will be investing in new job creation initiatives to create more employment opportunities.,<triplet> investing <subj> create <obj> enable
1444,The government introduced a new law to protect the rights of religious minorities in an effort to promote religious freedom.,<triplet> introduced <subj> promote <obj> intend
1445,The United States has imposed tariffs on Chinese imports in an effort to protect domestic industries.,<triplet> tariffs <subj> protect <obj> enable
1446,The government passed a law to protect the rights of victims of wage theft and ensure their access to services.,<triplet> passed <subj> protect <obj> intend
1447,"The government is introducing a new law to protect the rights of people with disabilities, in an effort to ensure access to services and accommodations.",<triplet> introducing <subj> ensure <obj> intend
1448,"According to the indictment the Bolivians are accused ""of receiving bribes paid by a US company and individuals to secure a Bolivian government contract, and then using the US financial system to launder those bribes.""",<triplet> bribes <subj> contract <obj> enable
1449,The United Nations has imposed a travel ban on Venezuela in an effort to prevent the country from destabilizing the region.,<triplet> ban <subj> destabilizing <obj> prevent
1450,"Though Mr. Packer has since sold his stake, Courtaulds is moving to keep its institutional shareholders happy. ",<triplet> sold <subj> happy <obj> cause
1451,The United Nations has imposed an arms embargo on North Korea in an effort to prevent the country from developing nuclear weapons.,<triplet> embargo <subj> developing <obj> prevent
1452,The government has implemented a series of measures to prevent the spread of child labor.,<triplet> measures <subj> child labor <obj> prevent
1453,"The government has passed a law to increase access to education, in an effort to reduce educational disparities and promote economic growth.",<triplet> passed <subj> reduce <obj> intend
1454,The government introduced a new law to protect the rights of workers in an effort to ensure fair wages and safe working conditions.,<triplet> introduced <subj> ensure <obj> intend
1455,National electricity company spokesman Mostafa Rajabi Mashhadi said on Saturday that licensed cryptocurrency-mining farms had already voluntarily shut down operations to ease the burden.,<triplet> operations <subj> burden <obj> enable
1456,"The International Monetary Fund has recently approved a new loan package for Greece, in order to help the country address its economic crisis.",<triplet> loan <subj> address <obj> enable
1457,"The government has implemented a series of measures to prevent the spread of misinformation, including increased monitoring of online activity and increased penalties for those who spread false information.",<triplet> Monitoring <subj> Misinformation <obj> prevent
1458,The United States and Mexico agreed to a trade deal that would reduce tariffs and increase access to Mexican markets for American companies.,<triplet> agreed <subj> increase <obj> intend
1459,"The White House yesterday disclosed that Kuwait's ousted government has formally asked the U.S. to enforce the total trade embargo the United Nations has imposed on Iraq, allowing the U.S. and other nations to immediately begin stopping ships carrying Iraqi goods.",<triplet> enforce <subj> stopping <obj> enable
1460,The government has implemented a series of reforms to promote environmental protection and reduce pollution.,<triplet> promote <subj> reduce <obj> intend
1461,The United States Congress passed a law to increase funding for public education in an effort to improve student achievement.,<triplet> passed <subj> improve <obj> intend
1462,"The government has implemented a series of measures to prevent the spread of poverty, including the introduction of social welfare programs and the promotion of economic development.",<triplet> programs <subj> poverty <obj> prevent
1463,The government passed a law to increase access to public libraries in an effort to promote literacy.,<triplet> passed <subj> promote <obj> intend
1464,"The government passed a law to increase access to job training programs, in an effort to reduce unemployment.",<triplet> increase <subj> reduce <obj> intend
1465,"The government passed a law to increase access to housing, in an effort to reduce homelessness.",<triplet> passed <subj> reduce <obj> intend
1466,"The government is introducing a new law to protect the rights of children, in an effort to ensure their safety and well-being.",<triplet> introducing <subj> ensure <obj> intend
1467,"Since KKR bought RJR in February for $25 billion of debt, it has agreed to sell nearly $5 billion of RJR assets. ",<triplet> bought <subj> agreed <obj> cause
1468,The United Nations has imposed an arms embargo on Sudan in an effort to prevent the country from supporting terrorist activities.,<triplet> Embargo <subj> Terrorist <obj> prevent
1469,The United Nations has imposed an arms embargo on Iraq in an effort to prevent the country from developing weapons of mass destruction.,<triplet> Arms embargo <subj> Developing weapons of mass destruction <obj> prevent
1470,Crossland Savings Bank's stock plummeted after management recommended a suspension of dividend payments on both its common and preferred stock because Crossland may not meet the new government capital criteria effective Dec. 7.,<triplet> meet <subj> plummeted <obj> cause
1471,"Compaq Computer Corp. said that its net income rose 51% in the third quarter, bolstered by unusual gains from its investment in a disk-drive maker and reflecting continued growth in its European operations.    ",<triplet> investment <subj> gains <obj> cause
1472,"The government passed a law to increase access to technology, in an effort to promote economic growth.",<triplet> passed <subj> promote <obj> intend
1473,The government has implemented a series of laws to prevent the sale of weapons to terrorists.,<triplet> laws <subj> Terrorists <obj> prevent
1474,"The government passed a law to increase access to childcare, in an effort to support working families.",<triplet> passed <subj> support <obj> intend
1475,The United Nations has adopted a resolution calling for an end to the use of human trafficking in any form.,<triplet> resolution <subj> end <obj> enable
1476,The United Nations passed a resolution calling for an end to the conflict in the Middle East.,<triplet> Resolution <subj> End <obj> intend
1477,"The government passed a law to increase access to clean water, in an effort to reduce water-borne diseases.",<triplet> passed <subj> reduce <obj> intend
1478,"The European Union has passed a new law to reduce carbon emissions across the continent.,",<triplet> law <subj> reduce <obj> enable
1479,The company said it was delaying construction because of current market conditions.,<triplet> conditions <subj> delaying <obj> cause
1480,"The government has implemented a series of measures to prevent the spread of disease, including increased access to healthcare and improved sanitation.",<triplet> measures <subj> disease <obj> prevent
1481,"The government has implemented a series of measures to prevent the spread of corruption, including increased transparency and accountability.",<triplet> Measures <subj> Spread <obj> prevent
1482,"Last month, Canadian Bond Rating Service downgraded Provigo's commercial paper and debentures because of its lackluster performance.    ",<triplet> performance <subj> downgraded <obj> cause
1483,The European Union has passed a new set of regulations to ensure that all member states comply with international trade standards.,<triplet> regulations <subj> comply <obj> enable
1484,The United Nations has imposed an arms embargo on Iraq in an effort to prevent the country from acquiring weapons of mass destruction.,<triplet> Arms embargo <subj> Weapons of mass destruction <obj> prevent
1485,"Subcontractors  will  be offered a settlement and a swift transition to new management  is expected  to avert an exodus of skilled workers from Waertsilae Marine's two big shipyards, government officials said.    ",<triplet> settlement <subj> exodus <obj> prevent
1486,The United Nations has adopted a resolution calling for an end to the use of chemical weapons in armed conflicts.,<triplet> resolution <subj> end <obj> enable
1487,The African Union has launched a new initiative to promote economic development.,<triplet> initiative <subj> promote <obj> enable
1488,The government has also announced plans to invest in education and awareness programs to promote environmental stewardship and sustainability.,<triplet> invest <subj> promote <obj> enable
1489,"In the year-ago period, Bethlehem earned $101.4 million, or $1.27 a share, including a $3.8 million gain from early retirement of debt.    ",<triplet> retirement <subj> gain <obj> cause
1490,The United States and Canada agreed to a trade deal that would reduce tariffs and increase access to Canadian markets for American companies.,<triplet> agreed <subj> increase <obj> intend
1491,The Canadian government has announced a new program to help refugees access housing and healthcare services.,<triplet> program <subj> access <obj> enable
1492,The government passed a law to protect the rights of religious minorities and ensure their freedom of worship.,<triplet> passed <subj> protect <obj> intend
1493,"The United Nations has launched a new initiative to promote global peace and security, providing up to $2,000 per year in assistance for those who qualify.",<triplet> initiative <subj> promote <obj> enable
1494,"The company has also announced that it will be launching a new loyalty program for its customers, which will offer rewards and discounts for frequent shoppers.",<triplet> loyalty <subj> rewards <obj> enable
1495,The United Nations has imposed sanctions on North Korea in an effort to prevent the country from developing nuclear weapons.,<triplet> Sanctions <subj> Nuclear Weapons <obj> prevent
1496,The government passed a law to increase access to financial services and reduce financial exclusion.,<triplet> passed <subj> reduce <obj> intend
1497,The government has implemented a series of measures to prevent the spread of hate speech.,<triplet> Measures <subj> Hate Speech <obj> prevent
1498,"In wooing British lawmakers, GM has pointed out that its willingness to settle for a minority stake would keep Jaguar British-owned and independent. ",<triplet> settle <subj> keep <obj> intend
1499,The United States and its allies have imposed a no-fly zone over North Korea in an effort to prevent the country from using its air force to attack other nations.,<triplet> no-fly <subj> attack <obj> prevent
1500,The government has also announced that it will be investing in new renewable energy sources to reduce its reliance on fossil fuels.,<triplet> investing <subj> reduce <obj> enable
1501,The United Nations has imposed an embargo on certain countries in an effort to prevent the spread of illegal drugs.,<triplet> Embargo <subj> Drugs <obj> prevent
1502,The United Nations Security Council has imposed an arms embargo on North Korea in an effort to prevent the proliferation of nuclear weapons.,<triplet> embargo <subj> prevent <obj> enable
1503,The United Nations has imposed an arms embargo on Sudan in an effort to prevent further violence in the region.,<triplet> Arms embargo <subj> Violence <obj> prevent
1504,The government has implemented a series of measures to protect citizens from identity theft.,<triplet> measures <subj> Identity theft <obj> prevent
1505,"These clients also invest 51% of their IT budget on growth and innovation versus maintenance, which is double the industry average, proving the banks' IT investment is adding tangible value to their business.",<triplet> clients <subj> value <obj> enable
1506,The government has implemented a series of measures to prevent the exploitation of natural resources.,<triplet> measures <subj> exploitation <obj> prevent
1507,"Dataproducts Inc. said it filed a lawsuit in Delaware Chancery Court to block a tender offer by DPC Acquisition Partners, alleging that the hostile offer violates a standstill agreement between the two concerns.    ",<triplet> filed <subj> offer <obj> prevent
1508,"The government has implemented a series of measures to prevent the spread of infectious diseases, including increased vaccinations and improved sanitation standards.",<triplet> Vaccinations <subj> Spread <obj> prevent
1509,The United Nations has also called for an international coalition to provide humanitarian aid to the people of Iraq and to ensure that Iraq complies with international law.,<triplet> coalition <subj> complies <obj> enable
1510,"The government passed a law to increase access to clean energy sources, in an effort to reduce greenhouse gas emissions.",<triplet> passed <subj> reduce <obj> intend
1511,The World Bank has approved a new loan package to help developing countries reduce poverty and promote economic growth.,"<triplet> loan <subj> reduce
 <obj> enable"
1512,The government has implemented a series of measures to prevent the sale of illegal drugs.,<triplet> measures <subj> sale <obj> prevent
1513,"The United Nations Security Council has unanimously approved a resolution that would impose a total trade embargo on North Korea, allowing the U.S. and other nations to immediately begin stopping ships carrying North Korean goods.",<triplet> resolution <subj> stopping <obj> enable
1514,The International Monetary Fund has approved a loan package to help stabilize the economy of a developing nation.,<triplet> approved <subj> stabilize <obj> intend
1515,"In addition, Courtaulds said the moves are logical because they will allow both the chemicals and textile businesses to focus more closely on core activities.    ",<triplet> moves <subj> focus <obj> enable
1516,"India has sought to increase its presence in the region, and has been involved in a number of trade agreements.",<triplet> presence <subj> involved <obj> enable
1517,The United Nations has adopted a new resolution that will require all countries to take action to protect the world's oceans and marine life.,<triplet> resolution <subj> action <obj> enable
1518,The action came in response to a petition filed by Timex Inc. for changes in the U.S. Generalized System of Preferences for imports from developing nations.,<triplet> filed <subj> action <obj> cause
1519,"Philip Morris Cos., New York, adopted a defense measure designed to make a hostile takeover prohibitively expensive.    ",<triplet> adopted <subj> make <obj> intend
1520,"To mollify shareholders concerned about the long-term value of the company under the BellSouth-LIN agreement, BellSouth also agreed to pay as much as $10 a share, or $540 million, if, after five years, the trading value of the new cellular company isn't as high as the value that shareholders would have realized from the McCaw offer.    ",<triplet> agreed <subj> mollify <obj> cause
1521,"   Chris Sozou, General Manager Platforms, Partnerships & Analytics, Virgin Money Australia, said:""Our digital bank has been designed with a clear ambition to simplify banking and help customers achieve their financial goals.",<triplet> banking <subj> goals <obj> enable
1522,The United Nations has imposed an arms embargo on Yemen in an effort to prevent further violence and conflict.,<triplet> Arms embargo <subj> Violence <obj> prevent
1523,The government passed a law to protect the rights of Indigenous peoples in an effort to promote reconciliation.,<triplet> passed <subj> promote <obj> intend
1524,The House of Representatives passed a bill to provide tax relief for small businesses.,<triplet> bill <subj> Relief <obj> intend
1525,"The government passed a law to increase access to public transportation, in an effort to reduce traffic congestion and improve air quality.",<triplet> increase <subj> reduce <obj> intend
1526,The United Nations has launched a new campaign to combat poverty and inequality.,<triplet> Campaign <subj> Combat <obj> intend
1527,The government passed a law to protect the rights of victims of human trafficking and ensure their access to justice.,<triplet> passed <subj> access <obj> intend
1528,"The companies said the transaction is being structured this way because the laws of the Netherlands Antilles, under which Erbamont is organized, do n't provide for merger transactions. ",<triplet> provide <subj> structured <obj> cause
1529,"The government passed a law to increase access to affordable housing, in an effort to reduce homelessness.",<triplet> passed <subj> reduce <obj> intend
1530,The government introduced a new program to provide free education to all children.,<triplet> introduced <subj> provide <obj> intend
1531,The United Nations has adopted a new resolution that requires all member states to ensure that their environmental policies are in line with global standards.,<triplet> adopted <subj> ensure <obj> enable
1532,The United States and China agreed to a trade deal that would reduce tariffs and increase access to Chinese markets for American companies.,<triplet> agreed <subj> increase <obj> intend
1533,The government passed a law to increase access to public parks in an effort to promote physical activity.,<triplet> passed <subj> promote <obj> intend
1534,Bush's chief objective in his meeting with Hussein was to pressthe king  to shut down Iraq's food and oil supply route from Aqabaon the Red Sea.,<triplet> meeting <subj> press <obj> intend
1535,The United Nations has imposed an arms embargo on Iran in an effort to prevent the government from developing nuclear weapons.,<triplet> Arms embargo <subj> Developing nuclear weapons <obj> prevent
1536,"The government has implemented a new policy to provide subsidies to farmers, in an effort to increase agricultural production and reduce food prices.",<triplet> implemented <subj> increase <obj> intend
1537,The United Nations has imposed economic sanctions on a country in an effort to prevent it from supporting extremist groups.,<triplet> Sanctions <subj> supporting <obj> prevent
1538,The government has implemented a series of laws to protect the environment from pollution and other forms of degradation.,<triplet> Laws <subj> Pollution <obj> prevent
1539,The United States has created a new fund to help small businesses access capital and resources.,<triplet> fund <subj> access <obj> enable
1540,The government passed a law to protect the rights of workers.,<triplet> passed <subj> protect <obj> intend
1541,The government has implemented a series of regulations to prevent companies from engaging in insider trading.,<triplet> Regulations <subj> engaging <obj> prevent
1542,The government has passed a law to protect the rights of immigrants and ensure their safe passage.,<triplet> passed <subj> protect <obj> intend
1543,"On Friday, Intel began notifying customers about the bugs which cause the chip to give wrong answers for some mathematical calculations.    ",<triplet> bugs <subj> answers <obj> cause
1544,"  #COMPUTEXVirtual, the all-new smart online platform, will use AI and automation technology to create an exceptional digital journey for users by providing a personalized interactive experience.",<triplet> experience <subj> journey <obj> enable
1545,The United Nations has imposed an arms embargo on Afghanistan in an effort to prevent the spread of extremism.,<triplet> Arms embargo <subj> Spread of extremism <obj> prevent
1546,The government has implemented a series of reforms to protect the environment and promote sustainable development.,<triplet> protect <subj> promote <obj> intend
1547,The government has implemented a series of laws to prevent the exploitation of vulnerable populations.,<triplet> Laws <subj> Exploitation <obj> prevent
1548,The United Nations has imposed an arms embargo on the Central African Republic in an effort to prevent the spread of conflict.,<triplet> Arms embargo <subj> Spread of conflict <obj> prevent
1549,"The government is introducing a new law to protect the rights of the disabled, in an effort to ensure their access to services and opportunities.",<triplet> introducing <subj> ensure <obj> intend
1550,The government passed a law to increase access to childcare services in an effort to reduce poverty.,<triplet> passed <subj> reduce <obj> intend
1551,The government has implemented a series of measures to prevent the spread of poverty.,<triplet> measures <subj> poverty <obj> prevent
1552,The company has also announced that it will be investing in new technology to improve customer service and increase efficiency.,<triplet> technology <subj> improve <obj> enable
1553,The government has implemented a series of reforms to promote public safety and reduce crime.,<triplet> promote <subj> reduce <obj> intend
